"","Pos","Nombre","Valor","PT","Prom","Reg","PJ","F","GC","GP","GR","EC","VI","A","R","PE","PA","equipo"
"1","ARQ","Bulasio, Ariel","$2.000.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","aldosivi"
"2","ARQ","Vega, Matías","$1.000.000","23","3,83","4,25","6","0","0","0","10","0","0","0","0","0","0","aldosivi"
"3","ARQ","Campodónico, Pablo","$3.400.000","24","3,43","6,25","7","0","0","0","12","0","1","0","0","0","0","aldosivi"
"4","DEF","Quílez, Ismael","$2.400.000","46","4,60","6,61","10","0","0","0","0","0","2","3","0","0","0","aldosivi"
"5","DEF","Canever, Franco","$2.900.000","46","4,60","5,73","10","0","0","0","0","0","1","2","0","0","0","aldosivi"
"6","DEF","Borjas, Emiliano","$300.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","aldosivi"
"7","DEF","Arias, Ramiro","$500.000","37","5,29","7,71","7","0","0","0","0","0","3","2","0","0","0","aldosivi"
"8","DEF","Díaz, Gastón","$3.300.000","58","5,80","34,86","10","0","2","3","0","0","1","5","1","1","0","aldosivi"
"9","DEF","Ortíz, Guillermo","$2.600.000","48","4,80","6,50","10","0","0","0","0","0","1","4","0","0","0","aldosivi"
"10","DEF","Galván, Jonatan","$2.700.000","64","5,82","18,25","11","1","1","0","0","0","1","4","1","0","0","aldosivi"
"11","DEF","Morel, Leandro","$300.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","aldosivi"
"12","DEF","León, Federico","$3.000.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","aldosivi"
"13","DEF","Ledesma, Damián","$3.000.000","34","5,67","8,23","6","1","0","0","0","0","0","1","0","0","0","aldosivi"
"14","VOL","Llama, Cristian","$4.100.000","41","5,86","11,75","7","0","1","0","0","0","0","2","0","0","0","aldosivi"
"15","VOL","Lamberti, Hernán","$2.900.000","56","5,09","8,63","11","1","0","0","0","0","0","2","1","0","0","aldosivi"
"16","VOL","Pájaro, Nahuel","$300.000","11","5,50","3,53","2","0","0","0","0","0","0","0","0","0","0","aldosivi"
"17","VOL","Garay, Ramiro","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","aldosivi"
"18","VOL","Castro, Alexis Nicolás","$2.700.000","14","4,67","3,48","3","0","0","0","0","0","0","0","0","0","0","aldosivi"
"19","VOL","Sosa, Franco","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","aldosivi"
"20","VOL","Poclaba, Raúl","$2.300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","aldosivi"
"21","VOL","Rosso, Matías","$900.000","3","3,00","0,53","1","0","0","0","0","0","0","1","0","0","0","aldosivi"
"22","VOL","Rivero, Martín","$2.000.000","62","4,77","4,48","13","0","0","0","0","0","0","2","0","0","0","aldosivi"
"23","DEL","Lugüercio, Pablo","$4.000.000","23","7,67","14,12","3","1","1","0","0","0","0","1","0","0","0","aldosivi"
"24","DEL","Dinenno, Juan Ignacio","$3.300.000","16","8,00","9,00","2","0","1","0","0","0","0","0","0","0","0","aldosivi"
"25","DEL","Rosales, Santiago","$300.000","89","6,85","14,75","13","2","2","0","0","0","0","0","0","0","0","aldosivi"
"26","DEL","Vildozo, Angel","$2.800.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","aldosivi"
"27","DEL","Penco, Sebastián","$4.500.000","80","6,15","11,13","13","0","4","0","0","0","0","1","0","0","0","aldosivi"
"28","DEL","Bandiera, Neri","$1.500.000","62","7,75","23,23","8","1","3","0","0","0","0","0","0","0","0","aldosivi"
"29","DEL","Di Yorio, Lucas","$300.000","3","3,00","0,53","1","0","0","0","0","0","0","1","0","0","0","aldosivi"
"30","ARQ","Lanzillotta, Federico","$2.200.000","38","4,75","11,11","8","0","0","0","12","0","3","0","0","0","0","argentinos"
"31","ARQ","Cháves, Lucas","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","argentinos"
"32","ARQ","Vargas, Camilo","$3.200.000","8","1,60","2,25","5","0","0","0","16","0","0","2","0","0","1","argentinos"
"33","DEF","Piovi, Gonzalo","$300.000","41","5,13","8,25","8","0","0","0","0","0","3","3","0","0","0","argentinos"
"34","DEF","Benítez, Guillermo","$300.000","17","3,40","2,81","5","0","0","0","0","0","0","2","0","0","0","argentinos"
"35","DEF","Torrén, Miguel Angel","$3.200.000","45","5,00","8,65","9","0","0","0","0","0","3","2","0","0","0","argentinos"
"36","DEF","Mosevich, Leonel","$300.000","3","3,00","0,60","1","0","0","0","0","0","0","1","0","0","0","argentinos"
"37","DEF","Mac Allister, Kevin","$300.000","10","3,33","2,36","3","0","0","0","0","1","1","1","0","0","0","argentinos"
"38","DEF","Matricardi, Patricio","$2.000.000","20","5,00","6,31","4","0","0","0","0","0","3","1","1","0","0","argentinos"
"39","DEF","Difonti, Alan","$300.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","argentinos"
"40","DEF","Freire, Nicolás","$2.900.000","34","4,25","5,23","8","0","0","0","0","0","1","0","1","0","0","argentinos"
"41","DEF","Martínez, Matías","$3.200.000","11","2,20","1,96","5","0","0","0","0","0","0","3","1","0","0","argentinos"
"42","DEF","Laso, Joaquín","$1.500.000","30","4,29","5,48","7","0","0","0","0","0","2","4","0","0","0","argentinos"
"43","DEF","Batallini, Damián","$300.000","51","6,38","13,53","8","0","1","0","0","0","3","2","1","0","0","argentinos"
"44","VOL","Ledesma, Cristian","$4.400.000","52","5,20","7,94","10","1","0","0","0","0","0","3","0","0","0","argentinos"
"45","VOL","Ham, Ezequiel","$1.500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","argentinos"
"46","VOL","Insúa, Federico","$4.700.000","60","6,00","19,06","10","0","1","1","0","0","0","0","0","0","0","argentinos"
"47","VOL","García, Matías","$1.000.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","argentinos"
"48","VOL","Colman, Iván","$600.000","7","3,50","1,37","2","0","0","0","0","0","0","1","0","0","0","argentinos"
"49","VOL","Riquelme, Sebastián","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","argentinos"
"50","VOL","Cobo, Juan","$3.600.000","28","4,67","5,19","6","0","0","0","0","0","0","0","0","0","0","argentinos"
"51","VOL","Barboza, Facundo","$300.000","18","4,50","3,86","4","0","0","0","0","0","0","0","0","0","0","argentinos"
"52","VOL","Rodríguez, Lucas","$2.200.000","33","4,71","5,56","7","0","0","0","0","0","0","0","0","0","0","argentinos"
"53","VOL","Cabral, Luciano","$3.100.000","63","5,73","16,56","11","1","1","0","0","0","0","1","0","0","0","argentinos"
"54","VOL","Trovento, Emiliano","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","argentinos"
"55","VOL","Romero, Braian","$2.800.000","54","5,40","12,61","10","0","1","0","0","0","0","2","0","0","0","argentinos"
"56","VOL","Rolón, Esteban","$400.000","37","4,11","4,96","9","0","0","0","0","0","0","5","0","0","0","argentinos"
"57","DEL","Mesa, Lautaro","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","argentinos"
"58","DEL","Bueno, Carlos","$4.400.000","56","7,00","19,25","8","1","2","1","0","0","0","1","0","0","0","argentinos"
"59","DEL","Cano, Lucas","$2.800.000","9","4,50","2,25","2","0","0","0","0","0","0","0","0","0","0","argentinos"
"60","DEL","Rinaldi, Lautaro","$2.500.000","42","7,00","15,48","6","0","2","0","0","0","0","0","0","0","0","argentinos"
"61","DEL","Zelaya, Emilio","$3.300.000","46","4,18","7,11","11","0","1","0","0","0","0","1","1","0","0","argentinos"
"62","DEL","Rodríguez, Nahuel","$500.000","16","4,00","3,13","4","0","0","0","0","0","0","1","0","0","0","argentinos"
"63","ARQ","Aquino, Mauricio","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","arsenal"
"64","ARQ","Servio, Gaspar","$2.500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","arsenal"
"65","ARQ","Pellegrino, Fernando","$3.000.000","100","6,67","14,69","15","1","0","0","14","0","7","1","0","0","0","arsenal"
"66","DEF","Varga, Iván","$1.700.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","arsenal"
"67","DEF","Sánchez , Salvador","$500.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","arsenal"
"68","DEF","Bottinelli, Jonathan","$3.500.000","86","5,73","3,86","15","0","0","0","0","1","7","4","0","0","0","arsenal"
"69","DEF","Vella, Luciano","$2.500.000","76","5,85","6,69","13","0","0","0","0","0","7","3","0","0","0","arsenal"
"70","DEF","Milo, Federico","$1.200.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","arsenal"
"71","DEF","Martínez, Adrián","$2.600.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","arsenal"
"72","DEF","Corvalán, Claudio","$2.500.000","93","6,20","4,53","15","0","0","0","0","0","7","3","0","0","0","arsenal"
"73","DEF","Gómez Andrade, Yeimar","$2.800.000","12","6,00","4,06","2","0","0","0","0","0","1","0","0","0","0","arsenal"
"74","DEF","Curado, Marcos","$1.300.000","89","5,93","5,00","15","0","0","0","0","0","7","3","0","0","0","arsenal"
"75","VOL","Lértora, Federico","$3.200.000","75","5,36","6,96","14","1","0","0","0","0","0","6","0","0","0","arsenal"
"76","VOL","Flores, Federico","$2.100.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","arsenal"
"77","VOL","Giménez, Gonzalo","$400.000","4","4,00","0,94","1","0","0","0","0","0","0","0","0","0","0","arsenal"
"78","VOL","Zaldívar, Matías","$1.000.000","25","5,00","5,62","5","0","0","0","0","0","0","0","0","0","0","arsenal"
"79","VOL","Ferreyra, Germán","$500.000","19","9,50","13,65","2","0","1","0","0","0","0","0","0","0","0","arsenal"
"80","VOL","López, Ramiro","$3.100.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","arsenal"
"81","VOL","Luna, Fernando","$500.000","51","6,38","18,65","8","1","1","0","0","0","0","1","0","0","0","arsenal"
"82","VOL","Barbieri, Mariano","$2.400.000","94","7,83","26,86","12","2","2","0","0","0","0","1","0","0","0","arsenal"
"83","VOL","Carrera, Ramiro","$2.500.000","48","6,00","20,88","8","0","2","0","0","0","0","1","1","0","0","arsenal"
"84","VOL","Papa, Gonzalo","$2.000.000","43","4,30","5,71","10","0","0","0","0","0","0","4","0","0","0","arsenal"
"85","VOL","Caneo, Miguel","$4.700.000","32","6,40","14,75","5","0","1","0","0","0","0","1","0","0","0","arsenal"
"86","VOL","Bellocq, Franco","$2.800.000","49","7,00","22,18","7","1","2","0","0","0","0","4","0","0","0","arsenal"
"87","VOL","Ruiz, Ezequiel","$600.000","5","5,00","1,46","1","0","0","0","0","0","0","0","0","0","0","arsenal"
"88","VOL","Sanabria, Gabriel","$1.800.000","87","7,91","31,25","11","2","2","0","0","0","0","0","0","0","0","arsenal"
"89","VOL","Bazán, Gonzalo","$2.200.000","90","6,00","12,73","15","0","2","0","0","0","0","3","0","0","0","arsenal"
"90","VOL","Rolón, Leonardo","$2.200.000","5","5,00","1,46","1","0","0","0","0","0","0","0","0","0","0","arsenal"
"91","DEL","Costa, Franco","$1.700.000","5","5,00","1,46","1","0","0","0","0","0","0","0","0","0","0","arsenal"
"92","DEL","Céliz, Milton","$1.800.000","5","5,00","1,46","1","0","0","0","0","0","0","0","0","0","0","arsenal"
"93","DEL","Sánchez Sotelo, Juan","$4.000.000","86","7,17","26,36","12","1","5","0","0","0","0","0","0","0","0","arsenal"
"94","DEL","Vuletich, Agustín","$2.800.000","9","4,50","2,25","2","0","0","0","0","0","0","0","0","0","0","arsenal"
"95","DEL","Boghossian, Joaquín","$3.800.000","27","6,75","10,96","4","0","1","0","0","0","0","0","0","0","0","arsenal"
"96","ARQ","Werner, Axel","$1.500.000","41","5,86","15,50","7","2","0","0","10","0","1","0","0","0","0","atletico-rafaela"
"97","ARQ","Montoya, Germán","$3.700.000","25","3,13","5,87","8","0","0","0","18","0","1","1","0","0","0","atletico-rafaela"
"98","ARQ","Rossetti, Guido","$400.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","atletico-rafaela"
"99","DEF","Paparatto, Norberto","$3.800.000","19","3,80","6,28","5","0","0","0","0","0","1","0","1","0","0","atletico-rafaela"
"100","DEF","Sacks, Joel","$3.000.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","atletico-rafaela"
"101","DEF","Catalán, Matías","$2.200.000","27","4,50","5,84","6","0","0","0","0","0","2","2","0","0","0","atletico-rafaela"
"102","DEF","Canavessio, Nicolás","$800.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","atletico-rafaela"
"103","DEF","Urribarri, Bruno","$2.500.000","18","3,60","3,11","5","0","0","0","0","0","1","2","0","0","0","atletico-rafaela"
"104","DEF","Colombo, Rodrigo","$900.000","20","2,86","3,81","7","0","0","0","0","0","1","2","1","0","0","atletico-rafaela"
"105","DEF","Benítez, Nelson","$2.400.000","61","4,69","5,28","13","0","0","0","0","0","2","1","0","0","0","atletico-rafaela"
"106","DEF","López, Víctor","$4.200.000","51","6,38","13,53","8","1","0","0","0","0","3","0","0","0","0","atletico-rafaela"
"107","DEF","Godoy, Leonardo","$1.200.000","47","4,70","6,31","10","0","0","0","0","0","1","2","0","0","0","atletico-rafaela"
"108","DEF","Martínez, Sebastián","$3.100.000","26","3,71","4,11","7","0","0","0","0","0","0","4","0","0","0","atletico-rafaela"
"109","VOL","Abero, Mathías","$1.900.000","41","4,56","8,25","9","0","1","0","0","0","0","2","0","0","0","atletico-rafaela"
"110","VOL","Graciani, Gabriel","$3.200.000","54","6,75","22,36","8","0","2","0","0","0","0","0","1","0","0","atletico-rafaela"
"111","VOL","Montiel, Diego","$1.500.000","20","5,00","5,06","4","0","0","0","0","0","0","0","0","0","0","atletico-rafaela"
"112","VOL","Ferrero, Gianfranco","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","atletico-rafaela"
"113","VOL","Díaz, Agustín","$1.800.000","31","3,88","4,68","8","0","0","0","0","0","0","0","0","1","0","atletico-rafaela"
"114","VOL","Orfano, Esteban","$1.200.000","38","5,43","13,11","7","0","1","0","0","0","0","1","0","0","0","atletico-rafaela"
"115","VOL","Serrano, Walter","$3.200.000","45","4,50","5,15","10","0","0","0","0","0","0","1","0","0","0","atletico-rafaela"
"116","VOL","Cervantes, Facundo","$600.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","atletico-rafaela"
"117","VOL","Scoppa, Federico","$2.000.000","24","4,00","3,88","6","0","0","0","0","0","0","2","0","0","0","atletico-rafaela"
"118","VOL","Paz, Santiago","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","atletico-rafaela"
"119","VOL","Castellano, Mateo","$600.000","19","4,75","4,65","4","0","0","0","0","0","0","1","0","0","0","atletico-rafaela"
"120","VOL","Rodríguez Rojas, Germán","$2.000.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","atletico-rafaela"
"121","VOL","Romero, Emiliano","$2.500.000","9","3,00","1,50","3","0","0","0","0","0","0","2","0","0","0","atletico-rafaela"
"122","VOL","Morales, Gabriel","$500.000","42","4,67","5,86","9","0","0","0","0","0","0","0","0","0","0","atletico-rafaela"
"123","DEL","Albertengo, Mauro","$300.000","5","5,00","1,56","1","0","0","0","0","0","0","0","0","0","0","atletico-rafaela"
"124","DEL","Sosa, Sergio","$2.000.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","atletico-rafaela"
"125","DEL","Pussetto, Ignacio","$2.300.000","58","5,80","14,61","10","1","1","0","0","0","0","3","0","0","0","atletico-rafaela"
"126","DEL","Colman, Gastón","$2.300.000","21","3,50","2,96","6","0","0","0","0","0","0","0","0","0","0","atletico-rafaela"
"127","DEL","Orsini, Nicolás","$1.700.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","atletico-rafaela"
"128","DEL","Anselmo, Federico","$500.000","61","6,10","16,28","10","0","3","0","0","0","0","1","0","0","0","atletico-rafaela"
"129","DEL","Parra, Facundo","$4.000.000","45","5,00","8,40","9","0","1","0","0","0","0","2","0","0","0","atletico-rafaela"
"130","ARQ","Altamirano, Facundo","$500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","banfield"
"131","ARQ","Arboleda, Iván","$800.000","4","4,00","0,94","1","0","0","0","1","0","0","0","0","0","0","banfield"
"132","ARQ","Navarro, Hilario","$3.900.000","68","5,67","14,69","12","0","0","0","17","0","4","0","0","0","1","banfield"
"133","ARQ","Cambeses, Facundo","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","banfield"
"134","DEF","Sbrissa, Maximiliano","$300.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","banfield"
"135","DEF","Civelli, Luciano","$4.200.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","banfield"
"136","DEF","Tevez, Nicolás","$500.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","banfield"
"137","DEF","Soto, Alexis","$300.000","58","4,83","9,48","12","1","0","0","0","0","3","6","0","0","0","banfield"
"138","DEF","Sporle, Adrián","$400.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","banfield"
"139","DEF","Matheu, Carlos","$3.400.000","84","6,46","13,44","13","0","1","0","0","0","4","1","0","0","0","banfield"
"140","DEF","Bravo, Claudio","$300.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","banfield"
"141","DEF","Noguera, Fabián","$3.100.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","banfield"
"142","DEF","Pérez, Claudio","$3.500.000","41","4,10","8,50","10","0","0","0","0","1","2","2","1","0","0","banfield"
"143","DEF","Maldonado, Alexis","$300.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","banfield"
"144","DEF","Bettini, Gonzalo","$2.200.000","80","6,15","16,38","13","0","1","0","0","0","4","2","0","0","0","banfield"
"145","DEF","Rodríguez, Thomas","$500.000","16","5,33","4,38","3","0","0","0","0","0","0","0","0","0","0","banfield"
"146","DEF","Rodríguez, Jorge","$1.000.000","31","6,20","9,43","5","0","0","0","0","0","3","1","0","0","0","banfield"
"147","VOL","Remedi, Eric","$300.000","15","5,00","4,31","3","0","0","0","0","0","0","1","0","0","0","banfield"
"148","VOL","Sarmiento, Brian","$2.800.000","44","4,89","6,69","9","0","0","0","0","0","0","2","0","0","0","banfield"
"149","VOL","Gómez, Luciano","$500.000","11","5,50","3,34","2","0","0","0","0","0","0","0","0","0","0","banfield"
"150","VOL","Prichoda, Lihué","$3.300.000","17","8,50","9,43","2","0","1","0","0","0","0","0","0","0","0","banfield"
"151","VOL","Cecchini, Emanuel","$700.000","10","5,00","2,86","2","0","0","0","0","0","0","0","0","0","0","banfield"
"152","VOL","Erviti, Walter","$4.400.000","79","6,58","21,93","12","2","1","0","0","0","0","1","1","0","0","banfield"
"153","VOL","Colela, Franco","$300.000","43","4,78","6,09","9","0","0","0","0","0","0","2","0","0","0","banfield"
"154","VOL","Morales, Romel","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","banfield"
"155","VOL","Escobar, Miguel","$400.000","6","6,00","2,11","1","0","0","0","0","0","0","0","0","0","0","banfield"
"156","VOL","Yeri, Nahuel","$2.100.000","10","5,00","2,86","2","0","0","0","0","0","0","0","0","0","0","banfield"
"157","VOL","Rossi, Iván","$1.500.000","43","4,30","7,34","10","0","0","0","0","0","0","5","1","0","0","banfield"
"158","DEL","Chetti, Leandro","$1.700.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","banfield"
"159","DEL","Silva, Santiago","$5.100.000","54","4,91","12,23","11","0","2","1","0","0","0","4","1","1","0","banfield"
"160","DEL","Villagra, Claudio","$2.000.000","33","4,71","5,81","7","0","0","0","0","0","0","2","0","0","0","banfield"
"161","DEL","Fontana, Agustín","$500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","banfield"
"162","DEL","Simeone, Giovanni","$3.500.000","87","7,25","33,50","12","1","4","0","0","0","0","0","0","0","0","banfield"
"163","DEL","Trinidad, Enzo","$1.100.000","10","5,00","2,73","2","0","0","0","0","0","0","0","0","0","0","banfield"
"164","ARQ","Acosta, Lucas M.","$500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","belgrano"
"165","ARQ","Rigamonti, César","$3.200.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","belgrano"
"166","ARQ","Olave, Juan Carlos","$4.600.000","62","4,77","15,23","13","1","0","0","19","0","4","2","0","0","0","belgrano"
"167","ARQ","Heredia, Pablo","$2.500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","belgrano"
"168","DEF","Argachá, Adrián","$2.200.000","15","3,75","3,56","4","0","0","0","0","0","2","1","1","0","0","belgrano"
"169","DEF","Barrios, Pier","$2.900.000","41","5,13","8,12","8","0","0","0","0","0","2","1","0","0","0","belgrano"
"170","DEF","Rojas, José","$3.200.000","69","5,75","7,84","12","0","0","0","0","0","3","1","0","0","0","belgrano"
"171","DEF","Lema, Cristian","$2.800.000","76","6,91","19,94","11","0","2","0","0","0","3","3","1","0","0","belgrano"
"172","DEF","Alvarez, Federico","$1.200.000","25","5,00","7,00","5","0","0","0","0","0","2","2","0","0","0","belgrano"
"173","DEF","Espíndola López, Esteban","$2.500.000","12","6,00","4,06","2","0","0","0","0","0","1","0","0","0","0","belgrano"
"174","DEF","Saravia, Renzo","$3.000.000","16","2,67","2,00","6","0","0","0","0","0","0","5","0","0","0","belgrano"
"175","VOL","Farré, Guillermo","$3.800.000","49","4,45","5,56","11","0","0","0","0","0","0","6","0","0","0","belgrano"
"176","VOL","Etevenaux, Iván","$1.900.000","78","6,50","16,36","12","0","2","0","0","0","0","1","0","0","0","belgrano"
"177","VOL","Cochis, Germán","$500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","belgrano"
"178","VOL","Bolatti, Mario","$3.500.000","90","7,50","45,36","12","1","4","0","0","0","0","4","1","0","0","belgrano"
"179","VOL","Prediger, Sebastián","$3.400.000","30","4,29","4,86","7","0","0","0","0","0","0","2","0","0","0","belgrano"
"180","VOL","Velázquez, Jorge","$4.900.000","80","6,15","17,25","13","1","2","0","0","0","0","2","0","0","0","belgrano"
"181","VOL","Alanis, Gabriel","$500.000","10","5,00","2,73","2","0","0","0","0","0","0","0","0","0","0","belgrano"
"182","VOL","Álvarez Suárez, Gastón","$500.000","19","4,75","4,28","4","0","0","0","0","0","0","1","0","0","0","belgrano"
"183","VOL","Parodi, Lucas","$2.200.000","18","4,50","3,86","4","0","0","0","0","0","0","0","0","0","0","belgrano"
"184","VOL","Luna, Sebastián","$2.500.000","61","6,10","29,28","10","0","2","0","0","0","0","2","0","0","0","belgrano"
"185","DEL","Zárate, Maximiliano","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","belgrano"
"186","DEL","Giordana, Santiago","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","belgrano"
"187","DEL","Pereyra, César","$4.200.000","41","4,56","5,37","9","0","0","0","0","0","0","1","0","0","0","belgrano"
"188","DEL","Bieler, Claudio","$5.200.000","56","5,60","13,88","10","0","2","0","0","0","0","0","0","0","0","belgrano"
"189","DEL","Márquez, Fernando","$4.000.000","59","6,56","20,21","9","1","2","0","0","0","0","2","0","0","0","belgrano"
"190","DEL","Obolo, Mauro","$4.100.000","47","5,22","6,93","9","0","0","0","0","0","0","0","0","0","0","belgrano"
"191","ARQ","Orion, Agustín","$5.600.000","78","6,50","15,11","12","0","0","0","9","0","5","1","0","0","1","boca"
"192","ARQ","Galván, Bruno","$500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","boca"
"193","ARQ","Sara, Guillermo","$3.500.000","23","7,67","9,62","3","0","0","0","1","0","2","0","0","0","0","boca"
"194","DEF","Tobio, Fernando","$4.800.000","62","6,20","14,36","10","1","0","0","0","0","4","2","0","0","0","boca"
"195","DEF","Silva, Jonathan","$3.700.000","78","6,00","13,11","13","0","1","0","0","1","6","2","0","0","0","boca"
"196","DEF","Díaz, Daniel","$6.500.000","44","6,29","13,19","7","1","0","0","0","0","4","3","0","0","0","boca"
"197","DEF","Molina Lucero, Nahuel","$400.000","31","5,17","6,81","6","0","0","0","0","0","1","0","0","0","0","boca"
"198","DEF","Fabra, Frank","$3.500.000","5","5,00","1,46","1","0","0","0","0","0","0","0","0","0","0","boca"
"199","DEF","Rolín, Alexis","$2.500.000","11","5,50","3,59","2","0","0","0","0","0","1","0","0","0","0","boca"
"200","DEF","Moreno, Christian","$300.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","boca"
"201","DEF","Insaurralde, Juan Manuel","$5.300.000","61","5,55","7,28","11","0","0","0","0","0","4","4","0","0","0","boca"
"202","DEF","Jara, Leonardo","$3.500.000","47","5,88","9,93","8","0","0","0","0","0","4","0","0","0","0","boca"
"203","DEF","Peruzzi, Gino","$4.200.000","11","5,50","3,34","2","0","0","0","0","0","2","1","0","0","0","boca"
"204","DEF","Silva Torrejón, Pedro","$400.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","boca"
"205","VOL","Messidoro, Alexis","$800.000","21","7,00","9,84","3","0","1","0","0","0","0","1","0","0","0","boca"
"206","VOL","Meli, César","$4.300.000","34","4,86","6,23","7","0","0","0","0","0","0","0","0","0","0","boca"
"207","VOL","Bentancur, Rodrigo","$2.500.000","42","5,25","11,36","8","0","1","0","0","0","0","1","0","0","0","boca"
"208","VOL","Carrizo, Federico","$4.000.000","33","6,60","13,68","5","0","1","0","0","0","0","0","0","0","0","boca"
"209","VOL","Pavón, Cristian","$2.800.000","18","6,00","5,61","3","0","0","0","0","0","0","0","0","0","0","boca"
"210","VOL","Pérez, Pablo","$5.400.000","30","4,29","5,98","7","0","0","0","0","0","0","4","0","0","0","boca"
"211","VOL","Lodeiro, Nicolás","$5.500.000","67","7,44","20,90","9","0","3","0","0","0","0","1","0","0","0","boca"
"212","VOL","Gago, Fernando","$5.500.000","55","5,00","5,75","11","0","0","0","0","0","0","3","0","0","0","boca"
"213","VOL","Colazo, Nicolás","$3.200.000","8","4,00","1,75","2","0","0","0","0","0","0","0","0","0","0","boca"
"214","VOL","Cubas, Adrián Andrés","$3.000.000","26","5,20","6,36","5","0","0","0","0","0","0","1","0","0","0","boca"
"215","VOL","Chicco, Julián","$300.000","10","5,00","3,06","2","0","0","0","0","0","0","0","0","0","0","boca"
"216","VOL","Erbes, Cristian","$3.500.000","10","5,00","2,73","2","0","0","0","0","0","0","1","0","0","0","boca"
"217","DEL","Osvaldo, Daniel","$6.000.000","14","4,67","3,61","3","0","0","0","0","0","0","0","0","0","0","boca"
"218","DEL","Tevez, Carlos","$8.500.000","95","8,64","36,68","11","4","4","0","0","0","0","1","0","0","0","boca"
"219","DEL","Chávez, Andrés","$5.200.000","38","7,60","20,98","5","1","2","0","0","0","0","1","0","0","0","boca"
"220","DEL","Palacios, Sebastián","$3.400.000","58","5,27","9,48","11","0","1","0","0","0","0","2","0","0","0","boca"
"221","DEL","Benegas, Nicolás","$400.000","10","5,00","3,06","2","0","0","0","0","0","0","0","0","0","0","boca"
"222","ARQ","Bailo, Andrés","$2.400.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","colon"
"223","ARQ","Mehring, Andrés","$2.000.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","colon"
"224","ARQ","Broun, Jorge","$3.300.000","36","2,77","3,44","13","0","0","0","26","0","0","2","0","0","0","colon"
