"","Pos.","Nombre","Valor","PT","Prom","Reg","PJ","F","GC","GP","GR","EC","VI","A","R","PE","PA","equipo"
"440","DEF","Gómez, Gustavo","$3.500.000","70","5,38","7,63","13","0","0","0","0","0","5","5","0","0","0","lanus"
"441","DEF","Barisone, Diego","$3.400.000","77","5,50","6,84","14","0","0","0","0","0","4","2","0","0","0","lanus"
"442","DEF","Braghieri, Diego","$3.600.000","13","6,50","4,65","2","0","0","0","0","0","1","0","0","0","0","lanus"
"443","DEF","Velázquez, Maxi","$4.000.000","80","6,15","13,38","13","0","1","0","0","0","3","2","0","0","0","lanus"
"444","VOL","Gallardo, Walter","$300.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","lanus"
"445","VOL","Cáceres, Maximiliano","$300.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","lanus"
"446","VOL","Ortiz, Jorge","$4.600.000","92","6,13","12,48","15","1","2","0","0","0","0","3","1","0","0","lanus"
"447","VOL","Fritzler, Matías","$3.900.000","49","4,90","7,52","10","0","0","0","0","0","0","2","1","0","0","lanus"
"448","VOL","Barrientos, Fernando","$2.600.000","36","4,50","5,40","8","0","0","0","0","0","0","2","0","0","0","lanus"
"449","VOL","Bailone, Ignacio","$900.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","lanus"
"450","VOL","Aguirre, Nicolás","$3.800.000","25","8,33","12,96","3","0","1","0","0","0","0","0","0","0","0","lanus"
"451","VOL","Martínez, Román","$4.000.000","11","3,67","2,23","3","0","0","0","0","0","0","1","0","0","0","lanus"
"452","VOL","Ibañez, Joaquín","$400.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","lanus"
"453","VOL","Leto, Sebastián","$4.000.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","lanus"
"454","VOL","Ayala, Víctor","$4.800.000","108","7,20","23,64","15","4","3","0","0","0","0","5","0","1","0","lanus"
"455","DEL","Benítez, Oscar","$3.600.000","59","5,36","13,07","11","0","1","0","0","0","0","0","1","0","0","lanus"
"456","DEL","Di Renzo, Gonzalo","$400.000","9","4,50","2,13","2","0","0","0","0","0","0","0","0","0","0","lanus"
"457","DEL","González, Sergio","$400.000","9","4,50","2,13","2","0","0","0","0","0","0","0","0","0","0","lanus"
"458","DEL","Acosta, Lautaro","$5.200.000","94","7,23","30,13","13","3","3","0","0","0","0","3","2","0","0","lanus"
"459","DEL","Astina, Marcos","$1.900.000","4","4,00","0,89","1","0","0","0","0","0","0","0","0","0","0","lanus"
"460","DEL","V. Chamorro, Jorge","$2.300.000","18","4,50","3,70","4","0","0","0","0","0","0","0","0","0","0","lanus"
"461","DEL","Melano, Lucas","$4.200.000","99","7,62","73,67","13","1","5","0","0","0","0","0","0","0","0","lanus"
"462","DEL","González, Matías","$400.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","lanus"
"463","ARQ","Ustari, Oscar","$5.000.000","79","6,08","14,46","13","1","0","0","13","0","6","2","0","0","1","newells"
"464","ARQ","Pocrnjic, Luciano","$2.800.000","6","3,00","1,40","2","0","0","0","5","0","0","0","0","0","0","newells"
"465","ARQ","Unsain, Luis","$900.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","newells"
"466","DEF","Escobar, Franco","$1.200.000","3","3,00","0,50","1","0","0","0","0","0","0","0","0","0","0","newells"
"467","DEF","Cáceres, Marcos","$4.300.000","75","5,77","6,95","13","0","0","0","0","0","6","1","0","0","0","newells"
"468","DEF","Casco, Milton","$4.400.000","76","5,85","10,25","13","1","0","0","0","0","6","5","0","0","0","newells"
"469","DEF","Baez, Gabriel","$500.000","4","4,00","0,89","1","0","0","0","0","0","0","0","0","0","0","newells"
"470","DEF","Pollacchi, Maxi","$1.600.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","newells"
"471","DEF","Fernández, Leandro","$3.200.000","85","5,67","5,41","15","0","0","0","0","0","6","2","0","0","0","newells"
"472","DEF","Valle, Jonathan","$1.100.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","newells"
"473","DEF","Paz, Nehuén","$2.100.000","29","5,80","14,80","5","0","1","0","0","0","2","3","0","0","0","newells"
"474","DEF","López, Víctor","$4.900.000","62","5,64","8,93","11","0","0","0","0","0","5","2","0","0","0","newells"
"475","VOL","Orzán, Horacio","$3.300.000","37","4,63","5,67","8","0","0","0","0","0","0","2","0","0","0","newells"
"476","VOL","Mateo, Diego","$4.000.000","45","6,43","15,88","7","1","1","0","0","0","0","1","1","0","0","newells"
"477","VOL","Villalba, Hernán","$3.400.000","42","4,67","5,90","9","0","0","0","0","0","0","1","0","0","0","newells"
"478","VOL","Figueroa, Víctor","$4.700.000","81","7,36","19,71","11","1","3","0","0","0","0","0","0","0","0","newells"
"479","VOL","Agüero, José","$500.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","newells"
"480","VOL","Fattori, Federico","$1.100.000","18","4,50","4,29","4","0","0","0","0","0","0","1","0","0","0","newells"
"481","VOL","Bernardello, Hernán","$3.400.000","42","4,20","7,43","10","0","0","0","0","0","0","3","1","0","0","newells"
"482","VOL","Rodríguez, Maxi","$8.000.000","98","7,54","30,18","13","1","4","2","0","0","0","3","1","0","0","newells"
"483","VOL","Bustamante, Facundo","$1.400.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","newells"
"484","VOL","Silva, Iván","$600.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","newells"
"485","DEL","Fydriszewski, F.","$900.000","8","4,00","1,78","2","0","0","0","0","0","0","1","0","0","0","newells"
"486","DEL","Ponce, Ezequiel","$3.700.000","42","6,00","17,90","7","2","1","0","0","0","0","1","1","0","0","newells"
"487","DEL","Tévez, Mauricio","$2.200.000","32","4,57","5,40","7","0","0","0","0","0","0","1","0","0","0","newells"
"488","DEL","Figueroa, Leandro","$500.000","5","5,00","1,38","1","0","0","0","0","0","0","0","0","0","0","newells"
"489","DEL","Scocco, Ignacio","$5.300.000","64","5,82","12,53","11","0","2","0","0","0","0","1","0","0","0","newells"
"490","DEL","Vieyra, Juan","$1.100.000","5","5,00","1,38","1","0","0","0","0","0","0","0","0","0","0","newells"
"491","DEL","Tonso, Martín","$3.400.000","24","4,80","4,83","5","0","0","0","0","0","0","0","0","0","0","newells"
"492","ARQ","Sánchez, Alejandro","$2.300.000","95","6,33","19,18","15","3","0","0","20","0","4","0","0","0","0","chicago"
"493","ARQ","Lanzillotta, Federico","$1.200.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","chicago"
"494","ARQ","Tauber, Nicolás","$1.800.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","chicago"
"495","ARQ","Friedrich, Guillermo","$1.000.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","chicago"
"496","DEF","Correa, Pablo","$2.000.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","chicago"
"497","DEF","Caballero, Martín","$3.000.000","29","4,83","5,97","6","0","0","0","0","0","2","0","0","0","0","chicago"
"498","DEF","Caballero, Leandro","$2.500.000","11","3,67","2,23","3","0","0","0","0","0","1","2","0","0","0","chicago"
"499","DEF","Masuero, Abel","$3.400.000","50","3,85","7,35","13","0","0","0","0","0","3","5","1","0","0","chicago"
"500","DEF","Espíndola, Rodrigo","$2.200.000","21","7,00","7,47","3","0","0","0","0","0","2","0","0","0","0","chicago"
"501","DEF","Monteagudo, Juan C.","$1.500.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","chicago"
"502","DEF","Sainz, Nicolás","$1.700.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","chicago"
"503","DEF","Arias, Mauricio","$3.000.000","39","3,90","7,74","10","0","0","0","0","0","3","1","2","0","0","chicago"
"504","DEF","Acevedo, Lucas","$2.400.000","19","4,75","5,16","4","0","0","0","0","0","1","1","0","0","0","chicago"
"505","DEF","Galarza, Marcos","$3.500.000","46","4,60","6,44","10","0","0","0","0","0","3","2","0","0","0","chicago"
"506","VOL","Rizzo, Nicolás","$1.300.000","9","4,50","2,13","2","0","0","0","0","0","0","0","0","0","0","chicago"
"507","VOL","Giménez, Nicolás","$900.000","12","4,00","2,44","3","0","0","0","0","0","0","1","0","0","0","chicago"
"508","VOL","Lemos, Damián","$3.500.000","70","5,00","5,16","14","0","0","0","0","0","0","4","0","0","0","chicago"
"509","VOL","Gagliardi, Alejandro","$3.500.000","24","4,00","4,48","6","0","0","0","0","0","0","1","0","0","0","chicago"
"510","VOL","De La Fuente, F.","$1.900.000","24","4,00","5,18","6","0","0","0","0","0","0","2","1","0","0","chicago"
"511","VOL","Benavídez, Exequiel","$3.000.000","25","4,17","4,13","6","0","0","0","0","0","0","1","0","0","0","chicago"
"512","VOL","Prichoda, Lihué","$3.300.000","38","4,75","6,06","8","0","0","0","0","0","0","1","0","0","0","chicago"
"513","VOL","Puch, Mariano","$2.400.000","56","5,60","9,74","10","1","0","0","0","0","0","0","0","0","0","chicago"
"514","VOL","Ramírez Agudelo, J.","$2.300.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","chicago"
"515","VOL","Vera, Matías","$300.000","17","4,25","3,29","4","0","0","0","0","0","0","2","0","0","0","chicago"
"516","DEL","Gómez, Christian","$4.500.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","chicago"
"517","DEL","Gazale, Daúd","$2.000.000","10","3,33","1,89","3","0","0","0","0","0","0","1","0","0","0","chicago"
"518","DEL","Ruiz, Pablo","$2.400.000","41","4,56","8,60","9","0","1","0","0","0","0","3","1","0","0","chicago"
"519","DEL","Baldunciel, Lucas","$2.000.000","35","4,38","5,23","8","0","0","0","0","0","0","1","0","0","0","chicago"
"520","DEL","Lentini, Ramón","$2.900.000","52","5,78","14,76","9","1","0","2","0","0","0","0","0","0","0","chicago"
"521","ARQ","Viola, Ezequiel","$400.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","olimpo"
"522","ARQ","Champagne, Nereo","$4.500.000","94","6,27","14,13","15","1","0","0","14","0","7","0","0","0","0","olimpo"
"523","ARQ","Torres, Ignacio","$500.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","olimpo"
"524","DEF","Quiroga, Juan","$2.500.000","38","5,43","8,06","7","0","0","0","0","0","2","2","0","0","0","olimpo"
"525","DEF","Villanueva, Cristian","$2.900.000","44","5,50","8,20","8","0","0","0","0","0","5","3","0","0","0","olimpo"
"526","DEF","Sills, Juan","$2.700.000","40","5,71","9,29","7","0","0","0","0","0","3","1","0","0","0","olimpo"
"527","DEF","Parnisari, Ezequiel","$3.200.000","64","5,82","8,65","11","0","0","0","0","0","6","1","0","0","0","olimpo"
"528","DEF","Furios, Iván","$3.700.000","64","5,33","8,42","12","0","0","0","0","0","6","4","0","0","0","olimpo"
"529","DEF","Martínez, Adrián","$2.800.000","40","4,44","6,23","9","0","0","0","0","0","4","4","0","0","0","olimpo"
"530","DEF","Herrera, Marcelo","$2.100.000","7","7,00","2,71","1","0","0","0","0","0","1","0","0","0","0","olimpo"
"531","DEF","Moiraghi, Néstor","$3.000.000","54","4,91","9,44","11","0","0","0","0","0","5","1","2","0","0","olimpo"
"532","VOL","Mansilla, Jacobo","$3.000.000","60","5,00","7,43","12","0","1","0","0","0","0","2","0","0","0","olimpo"
"533","VOL","Acosta, Joel","$2.400.000","51","4,25","5,06","12","0","0","0","0","0","0","4","0","0","0","olimpo"
"534","VOL","Vidal, Marcelo","$2.000.000","4","4,00","0,89","1","0","0","0","0","0","0","0","0","0","0","olimpo"
"535","VOL","Encina, Hernán","$3.900.000","69","5,31","10,17","13","2","0","0","0","0","0","1","0","0","0","olimpo"
"536","VOL","Porcari, Matías","$800.000","23","4,60","4,46","5","0","0","0","0","0","0","0","0","0","0","olimpo"
"537","VOL","Cobo, Juan","$3.500.000","79","5,27","5,76","15","0","1","0","0","0","0","3","0","0","0","olimpo"
"538","VOL","Blanco, Jonatan","$3.400.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","olimpo"
"539","VOL","Amoroso, Joel","$2.500.000","45","5,00","6,35","9","0","0","0","0","0","0","0","0","0","0","olimpo"
"540","VOL","Vega, David","$1.700.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","olimpo"
"541","VOL","Sosa, Diego","$1.800.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","olimpo"
"542","DEL","Klusener, Gonzalo","$2.000.000","46","4,18","6,80","11","0","1","0","0","0","0","5","0","0","0","olimpo"
"543","DEL","Vidal, Norberto","$500.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","olimpo"
"544","DEL","Tellas, Gabriel","$900.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","olimpo"
"545","DEL","Acuña, Walter","$2.500.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","olimpo"
"546","DEL","Gaona Lugo, Orlando","$1.800.000","9","4,50","2,13","2","0","0","0","0","0","0","0","0","0","0","olimpo"
"547","ARQ","Ledesma, Marcos","$900.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","quilmes"
"548","ARQ","Assmann, Fabián","$3.200.000","34","3,40","4,82","10","0","0","0","17","0","0","1","0","0","0","quilmes"
"549","ARQ","Benítez, Walter","$2.900.000","26","5,20","10,01","5","0","0","0","5","1","3","0","0","0","0","quilmes"
"550","DEF","Alegre, Alan","$2.500.000","41","5,13","7,65","8","0","0","0","0","0","3","2","0","0","0","quilmes"
"551","DEF","Bontempo, Leonel","$2.000.000","12","3,00","2,80","4","0","0","0","0","0","0","1","1","0","0","quilmes"
"552","DEF","Vaca, Oscar","$2.400.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","quilmes"
"553","DEF","Uglessich, Mariano","$3.500.000","53","6,63","31,75","8","0","2","0","0","0","1","3","1","0","0","quilmes"
"554","DEF","Suárez, Lucas","$1.100.000","37","7,40","16,15","5","0","1","0","0","0","2","0","0","0","0","quilmes"
"555","DEF","Noguera, Gustavo","$1.300.000","16","4,00","3,11","4","0","0","0","0","0","0","1","0","0","0","quilmes"
"556","DEF","Carli, Joel","$3.000.000","51","4,25","4,82","12","0","0","0","0","0","0","5","0","0","0","quilmes"
"557","DEF","Morales, Emanuel","$1.800.000","40","5,00","6,82","8","0","0","0","0","0","3","3","0","0","0","quilmes"
"558","DEF","Malrechauffe, Damián","$900.000","33","4,71","6,41","7","0","0","0","0","0","2","3","0","0","0","quilmes"
"559","VOL","Braña, Rodrigo","$4.000.000","59","5,36","9,19","11","1","0","0","0","0","0","5","0","0","0","quilmes"
"560","VOL","Cabrera, Nicolás","$2.800.000","10","5,00","2,71","2","0","0","0","0","0","0","0","0","0","0","quilmes"
"561","VOL","Calello, Adrián","$1.000.000","38","4,22","4,89","9","0","0","0","0","0","0","2","0","0","0","quilmes"
"562","VOL","López, Nicolás","$1.000.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","quilmes"
"563","VOL","Gómez, Rodrigo","$3.800.000","82","5,86","13,56","14","0","2","0","0","0","0","4","0","0","0","quilmes"
"564","VOL","Carrasco, Emiliano","$1.600.000","8","4,00","1,78","2","0","0","0","0","0","0","1","0","0","0","quilmes"
"565","VOL","Morales, Matías","$1.300.000","11","5,50","3,17","2","0","0","0","0","0","0","0","0","0","0","quilmes"
"566","VOL","Canelo, Alexis","$3.200.000","56","7,00","25,27","8","2","1","0","0","0","0","2","0","0","0","quilmes"
"567","VOL","Romero, Sebastián","$3.500.000","57","5,18","13,29","11","1","1","0","0","1","0","5","0","0","0","quilmes"
"568","VOL","Pérez Guedes, Martín","$2.500.000","10","3,33","1,77","3","0","0","0","0","0","0","1","0","0","0","quilmes"
"569","VOL","Scifo, Adrián","$2.000.000","27","3,86","4,12","7","0","0","0","0","0","0","3","0","0","0","quilmes"
"570","VOL","Pérez Godoy, Lucas","$2.000.000","5","2,50","0,91","2","0","0","0","0","0","0","0","1","0","0","quilmes"
"571","DEL","Hipperdinger, Sergio","$2.000.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","quilmes"
"572","DEL","Torres, Jonatan","$1.300.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","quilmes"
"573","DEL","Ramírez, Rubén","$4.300.000","62","6,89","26,23","9","1","3","2","0","0","0","0","1","0","0","quilmes"
"574","DEL","Ilarregui, Francisco","$1.600.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","quilmes"
"575","DEL","Bieler, Claudio","$3.900.000","65","5,91","22,62","11","0","3","1","0","0","0","3","0","0","0","quilmes"
"576","ARQ","Ibáñez, Nelson","$3.000.000","13","6,50","5,12","2","0","0","0","1","0","1","0","0","0","0","racing"
"577","ARQ","Musso, Juan","$1.000.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","racing"
"578","ARQ","Saja, Sebastián","$6.000.000","92","7,08","13,07","13","0","0","0","7","0","6","0","0","0","0","racing"
"579","DEF","Bazán, Mauro","$1.000.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","racing"
"580","DEF","Pillud, Iván","$4.300.000","54","6,00","10,15","9","0","0","0","0","0","4","0","0","0","0","racing"
"581","DEF","Alvarado, Pablo","$2.200.000","34","6,80","10,94","5","0","0","0","0","0","3","1","0","0","0","racing"
"582","DEF","Sánchez, Nicolás","$3.500.000","71","7,89","34,03","9","1","2","0","0","0","5","6","0","0","0","racing"
"583","DEF","Cabral, Yonathan","$4.500.000","66","6,60","18,46","10","0","1","0","0","0","4","2","0","0","0","racing"
"584","DEF","Grimi, Leandro","$4.100.000","53","5,89","10,93","9","0","0","0","0","0","4","2","0","0","0","racing"
"585","DEF","Campi, Gastón","$2.500.000","6","6,00","1,99","1","0","0","0","0","0","0","0","0","0","0","racing"
"586","DEF","Voboril, Germán","$2.600.000","47","5,88","9,45","8","0","0","0","0","0","5","1","0","0","0","racing"
"587","DEF","Lollo, Luciano","$5.400.000","49","7,00","21,75","7","0","1","0","0","0","3","1","1","0","0","racing"
"588","VOL","Díaz, R. Gastón","$3.800.000","44","4,89","6,12","9","0","0","0","0","0","0","1","0","0","0","racing"
"589","VOL","Videla, Ezequiel","$4.500.000","47","5,22","7,36","9","0","0","0","0","0","0","2","0","0","0","racing"
"590","VOL","Cerro, Francisco","$3.000.000","54","5,40","9,79","10","1","0","0","0","0","0","3","0","0","0","racing"
"591","VOL","Valenzuela, Carlos Fernando","$1.200.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","racing"
"592","VOL","Camacho, Washington","$4.500.000","90","6,92","15,74","13","1","2","0","0","0","0","0","0","0","0","racing"
"593","VOL","Acuña, Marcos","$3.900.000","72","6,55","17,47","11","0","2","0","0","0","0","2","0","0","0","racing"
"594","VOL","Aued, Luciano","$2.000.000","33","5,50","7,11","6","0","0","0","0","0","0","0","0","0","0","racing"
"595","VOL","Romero, Oscar","$4.800.000","45","6,43","15,17","7","1","0","1","0","0","0","0","0","0","0","racing"
"596","VOL","Nagüel, Santiago","$3.300.000","43","5,38","7,90","8","0","0","0","0","0","0","0","0","0","0","racing"
"597","VOL","Bareiro, Lucas","$1.000.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","racing"
"598","VOL","Oroz, Nicolás","$800.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","racing"
"599","VOL","Acevedo, Nelson","$3.200.000","24","4,00","4,60","6","0","0","0","0","0","0","4","0","0","0","racing"
"600","DEL","Nuñez, Carlos","$4.500.000","41","10,25","21,18","4","0","3","0","0","0","0","0","0","0","0","racing"
"601","DEL","Mansilla, Brian","$1.200.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","racing"
"602","DEL","Pavone, Mariano","$6.200.000","115","7,67","47,47","15","2","6","0","0","0","0","2","0","0","0","racing"
"603","DEL","Castillón, Facundo","$3.500.000","20","6,67","8,15","3","0","1","0","0","0","0","0","0","0","0","racing"
"604","DEL","Bou, Gustavo","$7.200.000","89","7,42","18,18","12","0","5","0","0","0","0","0","0","0","0","racing"
"605","DEL","Fernández, Brian","$3.800.000","48","4,80","6,73","10","0","0","0","0","0","0","2","0","0","0","racing"
"606","DEL","Noir, Ricardo","$4.000.000","68","6,80","23,29","10","0","4","0","0","0","0","1","1","0","0","racing"
"607","DEL","Milito, Diego","$8.000.000","55","9,17","28,30","6","3","2","1","0","0","0","0","0","1","0","racing"
"608","ARQ","Chiarini, Julio","$2.000.000","23","4,60","7,05","5","0","0","0","7","0","1","0","0","0","0","river"
"609","ARQ","Barovero, Marcelo","$6.000.000","70","7,00","21,40","10","1","0","0","8","0","4","0","0","0","0","river"
"610","ARQ","Batalla, Augusto","$1.200.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","river"
"611","DEF","Vangioni, Leonel","$3.500.000","36","4,50","5,63","8","0","0","0","0","0","0","1","0","0","0","river"
"612","DEF","Alvarez Balanta, E.","$3.000.000","11","5,50","3,17","2","0","0","0","0","0","0","0","0","0","0","river"
"613","DEF","Vega, Leandro","$1.300.000","10","5,00","2,60","2","0","0","0","0","0","0","0","0","0","0","river"
"614","DEF","Mammana, Emanuel","$2.000.000","25","6,25","7,78","4","0","0","0","0","0","1","0","0","0","0","river"
"615","DEF","Maidana, Jonatan","$4.200.000","54","6,00","9,44","9","0","0","0","0","0","3","1","0","0","0","river"
"616","DEF","Mercado, Gabriel","$5.000.000","21","4,20","4,42","5","0","0","0","0","0","1","2","0","0","0","river"
"617","DEF","Funes Mori, Ramiro","$4.300.000","53","5,89","16,81","9","0","1","0","0","0","3","5","0","0","0","river"
"618","VOL","Aimar, Pablo","$4.900.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","river"
"619","VOL","Rodríguez, Guido","$800.000","9","4,50","2,13","2","0","0","0","0","0","0","1","0","0","0","river"
"620","VOL","González, Luis","$4.000.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","river"
"621","VOL","Ponzio, Leonardo","$5.200.000","55","7,86","19,83","7","2","1","0","0","0","0","0","0","0","0","river"
"622","VOL","Pisculichi, Leonardo","$5.000.000","31","4,43","4,97","7","0","0","0","0","0","0","1","0","0","0","river"
"623","VOL","Kranevitter, Matías","$3.500.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","river"
"624","VOL","Sánchez, Carlos","$5.400.000","59","8,43","30,25","7","1","2","0","0","0","0","1","0","0","0","river"
"625","VOL","Solari, Augusto","$2.100.000","39","6,50","14,09","6","0","1","0","0","0","0","1","0","0","0","river"
"626","VOL","Bertolo, Nicolás","$5.400.000","97","7,46","29,85","13","2","2","1","0","0","0","1","0","0","0","river"
"627","VOL","Martínez, Gonzalo","$5.500.000","72","8,00","24,06","9","1","2","0","0","0","0","0","0","0","0","river"
"628","VOL","Martínez, Tomás","$1.200.000","4","4,00","0,89","1","0","0","0","0","0","0","0","0","0","0","river"
"629","VOL","Mayada, Camilo","$3.200.000","69","5,75","8,64","12","0","1","0","0","0","0","0","0","0","0","river"
"630","VOL","Viudez, Tabaré","$3.000.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","river"
"631","DEL","López, Franco","$400.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","river"
"632","DEL","Simeone, Giovanni","$3.000.000","10","5,00","2,60","2","0","0","0","0","0","0","0","0","0","0","river"
"633","DEL","Kaprof, Juan Cruz","$700.000","5","5,00","1,38","1","0","0","0","0","0","0","0","0","0","0","river"
"634","DEL","Boyé, Lucas","$2.000.000","31","6,20","10,50","5","0","1","0","0","0","0","0","0","0","0","river"
"635","DEL","Driussi, Sebastián","$3.200.000","52","7,43","15,70","7","0","2","0","0","0","0","0","0","0","0","river"
"636","DEL","Andrada, Federico","$1.500.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","river"
"637","DEL","Saviola, Javier","$8.200.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","river"
"638","DEL","Alario, Lucas","$3.300.000","70","7,00","33,16","10","1","3","0","0","0","0","1","0","0","0","river"
"639","DEL","Cavenaghi, Fernando","$6.900.000","95","7,92","30,71","12","1","6","0","0","0","0","1","0","0","0","river"
"640","DEL","Gutiérrez, Teófilo","$7.800.000","62","8,86","28,35","7","0","5","0","0","0","0","0","0","0","0","river"
"641","ARQ","Caranta, Mauricio","$4.100.000","88","5,87","7,91","15","1","0","0","14","0","4","2","0","0","0","rosario-central"
"642","ARQ","Ledesma, Jeremías","$500.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","rosario-central"
"643","DEF","Piñero, Fernando","$300.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","rosario-central"
"644","DEF","Berra, Tomás","$1.800.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","rosario-central"
"645","DEF","Villagra, Cristian","$4.000.000","72","6,00","11,47","12","0","1","0","0","0","2","3","0","0","0","rosario-central"
"646","DEF","Salazar, Víctor","$800.000","33","4,71","6,53","7","0","0","0","0","0","1","3","0","0","0","rosario-central"
"647","DEF","Pinola, Javier","$3.500.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","rosario-central"
"648","DEF","Alvarez, Pablo","$2.600.000","23","4,60","4,70","5","0","0","0","0","0","2","3","0","0","0","rosario-central"
"649","DEF","Gómez, Elías","$900.000","26","5,20","6,60","5","0","0","0","0","0","2","2","0","0","0","rosario-central"
"650","DEF","Ferrari, Paulo","$4.300.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","rosario-central"
"651","DEF","Donatti, Alejandro","$5.500.000","126","8,40","26,12","15","0","3","0","0","0","4","1","0","0","0","rosario-central"
"652","DEF","Gómez Andrade, Y.","$2.500.000","73","5,62","9,03","13","0","0","0","0","1","4","3","0","0","0","rosario-central"
"653","VOL","Fernández, José Luis","$3.700.000","23","4,60","6,70","5","0","0","0","0","0","0","0","1","0","0","rosario-central"
"654","VOL","Fared, Jesús","$500.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","rosario-central"
"655","VOL","Flores, Federico","$500.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","rosario-central"
"656","VOL","Domínguez, Nery","$3.600.000","47","5,22","7,59","9","0","0","0","0","0","0","2","0","0","0","rosario-central"
"657","VOL","Aguirre, Jonás","$2.800.000","69","6,27","11,35","11","1","0","0","0","0","0","0","0","0","0","rosario-central"
"658","VOL","González, Maximiliano","$300.000","4","4,00","0,89","1","0","0","0","0","0","0","1","0","0","0","rosario-central"
"659","VOL","Da Campo, Hernán","$400.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","rosario-central"
"660","VOL","Lo Celso, Giovani","$300.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","rosario-central"
"661","VOL","Becker, Pablo","$2.600.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","rosario-central"
"662","VOL","Colman, Gustavo","$1.300.000","50","6,25","12,06","8","1","0","0","0","0","0","0","0","0","0","rosario-central"
"663","VOL","Musto, Damián","$3.100.000","52","5,20","6,88","10","0","0","0","0","0","0","2","0","0","0","rosario-central"
"664","VOL","Cervi, Franco","$2.000.000","116","7,73","18,26","15","2","4","0","0","0","0","2","0","0","0","rosario-central"
"665","VOL","Montoya, Walter","$800.000","21","5,25","5,00","4","0","0","0","0","0","0","0","0","0","0","rosario-central"
"666","DEL","Delgado, César","$5.500.000","55","6,11","11,59","9","1","0","0","0","0","0","0","0","0","0","rosario-central"
"667","DEL","Ruben, Marco","$6.500.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","rosario-central"
